id,year,exam,subject,number,answer,question,data
11,2023,경위,형사,11,4,공범에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),공범에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)① 교사를 받은 자가 범죄의 실행을 승낙하지 아니한 때에는 교사자만을 음모 또는 예비에 준하여 처벌한다. ② 필요적 공범이라는 것은 법률상 범죄의 실행이 다수인의 협력을 필요로 하는 것을 가리키는 것으로서 이러한 범죄의 성립에는 행위의 공동을 필요로 하는 것에 불과하고 반드시 협력자 전부가 책임이 있음을 필요로 하는 것은 아니다. ③ 공모공동정범에 있어서의 공모는 범죄사실을 구성하는 것으로서 이를 인정하기 위해서는 엄격한 증명이 요구된다. ④정범에 의한 법익침해의 위험을 증대시키면 방조범이 성립하므로 방조범에서는 인과관계가 요구되지 아니한다.
12,2023,경위,형사,12,1,공범과 신분에 대한 설명 중 옳은 것만을 모두 고른 것은? (다툼이 있는 경우 판례에 의함),"공범과 신분에 대한 설명 중 옳은 것만을 모두 고른 것은? (다툼이 있는 경우 판례에 의함)가. 비신분자가 신분관계로 인하여 성립될 범죄에 가공한 경우 비신분자에게 공동가공의 의사와 이에 기초한 기능적 행위지배를 통한 범죄의 실행이라는 주관적·객관적 요건이 충족되면 신분자와 공동정범이 성립한다.나. 甲이 친구 乙과 공모하여 자신의 아버지를 살해한 경우, 乙은 존속살해죄의 공동정범이 성립하나 보통살인죄에 정한 형으로 처단된다. 다. 도박의 습벽이 있는 甲이 도박을 하고 또한 도박의 습벽이 없는 A의 도박을 방조한 경우, 甲은 상습도박죄와 도박방조죄가 성립하고 양죄는 실체적 경합관계에 있다.라. 甲이 공무원인 자신의 남편 A에게 채무변제로 받는 돈이라고 속여 A로 하여금 뇌물을 받게 한 경우, 甲은 ｢형법｣ 제33조에 의해 수뢰죄의 간접정범으로 처벌된다. ① 가, 나 ②나, 라 ③ 다, 라 ④가, 나, 라"
13,2023,경위,형사,13,2,죄수에 대한 설명으로 옳은 것은? (다툼이 있는 경우 판례에 의함),"죄수에 대한 설명으로 옳은 것은? (다툼이 있는 경우 판례에 의함)① 징역형만 규정된 A죄와 징역형과 벌금형의 임의적 병과규정이 있는 B죄가 상상적 경합관계에 있는 경우, A죄에 정해진 징역형의 상한이 B죄에 정해진 징역형의 상한보다 높다면 A죄에서 정한 징역형으로 처벌해야 하고 벌금형은 병과할 수 없다. ② 甲이 상습절도죄(A죄)로 X법원으로부터 징역형을 선고받고 확정된 후 동일한 습벽이 있는 별개의 B죄를 저질러 Y법원에서 심리 중이었는데 확정된 A죄에 대한 X법원의 적법한 재심심판절차에서 징역형이 선고되어 확정된 경우, 별개로 기소된 B죄를 심판하는 Y법원은 B죄에 대하여 ｢형법｣ 제39조 제1항에 의한 형의 감경 또는 면제를 할 수 없다.③ 甲이 A를 살해할 목적으로 흉기를 구입하여 A의 집 앞에서 A를 기다렸으나 만나지 못하였고 다음날 A의 맥주잔에 독약으로 오인한 제초제를 몰래 넣었으나 복통만 일으키게 하다가 며칠 뒤 A를 자동차로 치어 사망하게 한 경우, 甲에게는 살인예비 내지 미수죄와 동 기수죄의 경합죄가 성립한다. ④ 운전면허시험에 계속 불합격하였으나 운전을 잘하던 甲이 영업을 하기 위해 자동차를 구입하여 일주일 동안 매일 매일 운전 해오다가 적발된 경우, 甲에게는 포괄하여 도로교통법위반(무면허운전)의 일죄가 성립한다."
14,2023,경위,형사,14,4,상해와 폭행에 관련된 설명으로 옳은 것은? (다툼이 있는 경우 판례에 의함),"상해와 폭행에 관련된 설명으로 옳은 것은? (다툼이 있는 경우 판례에 의함)① 甲이 자신의 차를 가로막는 A를 부딪히지는 않은 채 부딪칠 듯이 차를 조금씩 전진시키는 것을 반복하는 행위는 A에 대해 위법한 유형력을 행사한 것으로 보기 어렵다.② 특수폭행치상의 경우 ｢형법｣ 제258조의2(특수상해)가 신설되었으므로 특수상해죄의 예에 의하여 처벌해야 한다.③ 甲과 乙이 공동하여 A를 폭행한 경우 A의 명시한 의사에 반하여 甲과 乙에 대한 공소를 제기할 수 없다.④ 강간범죄의 피해자가 겪은 불안, 불면, 악몽, 자책감, 우울감정, 대인감정 회피 등의 증상은 외상후 스트레스 장애(PTSD)로서 강간치상죄의 상해에 포함된다."
15,2023,경위,형사,15,1,다음 설명 중 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),"다음 설명 중 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①｢형법｣ 제114조(범죄단체 등의 조직)에서 정한 ‘범죄를 목적으로 하는 집단’이란 특정 다수인이 일정한 범죄를 수행한다는 공동목적 아래 구성한 계속적인 결합체로서 그것을 주도하거나 내부의 질서를 유지하는 최소한의 통솔체계를 갖춘 것을 의미한다.②노상에서 전봇대 주변에 놓인 재활용품과 쓰레기 등 무주물에 불을 놓아 태워버린 경우 그 무주물은 ｢형법｣ 제167조 제2항에 정한 ‘자기 소유의 물건’에 준하는 것으로 보아야 하므로 자기소유일반물건방화죄가 성립한다.③현주건조물방화죄의 주된 보호법익은 공공의 안전이고, 부차적인 보호법익은 개인의 재산권이다.④甲이 국가정보원 직원임을 사칭하면서 위임받은 채권추심을 한 경우 ｢형법｣상 공무원자격사칭죄가 성립하지 아니한다."
16,2023,경위,형사,16,2,강간과 추행의 죄에 대한 설명 중 옳지 않은 것은 모두 몇 개인가? (다툼이 있는 경우 판례에 의함),"강간과 추행의 죄에 대한 설명 중 옳지 않은 것은 모두 몇 개인가? (다툼이 있는 경우 판례에 의함)가. 비록 간음행위를 시작할 때 폭행 또는 협박이 없었다고 하더라도 간음행위와 거의 동시 또는 그 직후에 피해자를 폭행하여 간음한 경우에는 강간죄를 구성한다.나. 부부의 혼인관계가 파탄에 이르지 아니하고 실질적으로 유지되고 있다면 설령 부부 중 일방이 반항을 불가능하게 하거나 현저히 곤란하게 할 정도의 폭행이나 협박을 가하여 상대방을 간음한 경우라도 강간죄가 성립하지 아니한다. 다. ｢형법｣ 제32장 강간과 추행의 죄는 개인의 성적 자유를 침해하는 것을 내용으로 하며, 여기에서 ‘성적 자유’는 적극적으로 성행위를 할 수 있는 자유뿐만 아니라 소극적으로 원치 않는 성행위를 하지 아니할 자유를 말한다.라. 강제추행죄는 폭행행위 자체가 추행행위라고 인정되는 경우도 포함하며, 이 경우의 폭행은 반드시 상대방의 의사를 억압할 정도의 것임을 요하지 아니한다.마. 甲이 A가 심신상실 또는 항거불능의 상태에 있다고 인식하고 그러한 상태를 이용하여 간음할 의사로 A를 간음하였으나 A가 실제로는 심신상실 또는 항거불능 상태에 있지 않았던 경우, 甲에게는 준강간죄의 장애미수가 성립한다. ① 2개 ② 3개 ③ 4개 ④ 5개"
17,2023,경위,형사,17,2,명예에 관한 죄에 대한 설명 중 옳은 것은 모두 몇 개인가? (다툼이 있는 경우 판례에 의함),"명예에 관한 죄에 대한 설명 중 옳은 것은 모두 몇 개인가? (다툼이 있는 경우 판례에 의함)가. 집단표시에 의한 모욕의 경우 구성원 개개인에 대한 모욕으로 여겨질 정도로 구성원 수가 적거나 당시의 정황 등으로 보아 집단 내 개별구성원을 지칭하는 것으로 여겨질 수 있다면, 집단의 개별구성원에 대한 모욕죄가 성립한다. 나. 甲이 인터넷 개인 블로그의 비공개 대화방에서 OO이라는 아이디를 사용하는 자로부터 비밀을 지키겠다는 말을 듣고 일대일로 대화한 경우, OO이라는 아이디를 사용하는 자가 대화내용을 불특정 또는 다수에게 전파할 가능성이 없으므로 명예훼손죄의 공연성이 부정된다.다. 가해학생 A로부터 학교폭력 피해를 입은 B학생의 어머니 甲이 학교폭력을 신고하여 학교폭력대책자치위원회의 의결에 따라 ‘B에 대한 접촉, 보복행위의 금지’ 등의 조치가 있은 후, 甲이 자신의 SNS 계정 프로필 상태메시지에 “학교폭력범은 접촉금지!!”라는 글과 주먹 모양의 그림말 3개를 게시한 경우, 甲에게는 A에 대한 명예훼손죄가 성립한다.라. 甲이 신문기자와의 전화인터뷰에서 타인의 명예를 훼손하는 취지의 이야기를 하였으나 그 기자가 이러한 甲의 진술을 아직 기사화하여 보도하지 아니한 경우, 명예훼손죄의 공연성이 부정된다. ① 1개 ② 2개 ③ 3개 ④ 4개"
18,2023,경위,형사,18,1,형법상 점유에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),"형법상 점유에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)① 甲이 마치 귀금속을 구입할 것처럼 가장하여 금은방 주인으로부터 순금목걸이를 건네받은 다음 화장실에 갔다 오겠다는 핑계를 대고 도주하는 경우, 그 목걸이는 도주하기 전부터 이미 甲의 점유하에 있다.② 고속버스 운전사는 승객이 차내에 두고 내린 물건을 점유하는 것이 아니고, 승객이 잊고 내린 유실물을 교부받을 권능을 가질 뿐이므로 그 물건을 현실적으로 발견하지 아니하는 한 이에 대한 점유를 개시하였다고 할 수 없다.③ 甲에게 강간을 당한 피해자 A가 도피하면서 자신의 지갑을 현장에 놓아두고 간 경우, 그 지갑은 사회통념상 A의 지배 하에 있는 물건이므로 甲이 그 지갑을 가져갔다면 절도죄를 구성한다.④ 공동점유의 경우에 공동점유자 중 1인이 다른 점유자의 동의를 받지 않고 불법영득의사를 가지고 물건을 자신의 단독점유로 옮긴 때에는 절도죄가 성립한다."
19,2023,경위,형사,19,3,친족상도례에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),"친족상도례에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①사돈 사이 및 사실혼 관계에 있는 배우자는 친족상도례의 적용을 받지 아니한다. ②절도죄에서 친족상도례가 적용되기 위해서는 범인과 피해물건의 소유자 및 점유자 모두 간에 친족관계가 있어야 한다. ③동거하지 않는 형제의 재물을 강취한 경우에 강도죄에 해당하나, 그 형이 면제된다. ④ 사기죄를 범하는 자가 혼인의 의사 없이 금원을 편취하기 위한 수단으로 A와 혼인신고를 한 것이어서 그 혼인이 무효인 경우라면, A에 대한 사기죄에서는 친족상도례를 적용할 수 없다."
20,2023,경위,형사,20,3,주거침입의 죄에 대한 설명 중 옳은 것만을 모두 고른 것은? (다툼이 있는 경우 판례에 의함),"주거침입의 죄에 대한 설명 중 옳은 것만을 모두 고른 것은? (다툼이 있는 경우 판례에 의함)가. 甲이 A의 부재중에 A의 아내인 B와 혼인 외 성관계를 가질 목적으로 B가 열어준 출입문을 통해서 A와 B가 공동거주하는 아파트에 들어간 경우, 甲이 B의 승낙을 얻어 통상적인 출입방법에 의하여 들어갔다 하더라도 甲의 출입은 부재중인 A의 추정적 의사에 반하므로 주거침입죄가 성립한다. 나. 甲이 일반인의 출입이 허용된 음식점에 영업주의 승낙을 받아 통상적인 출입방법으로 들어갔다면, 설령 甲이 범죄 등의 목적으로 음식점에 출입하였거나 영업주가 甲의 실제 출입 목적을 알았더라면 출입을 승낙하지 않았을 것이라는 사정이 인정되더라도 주거침입죄가 성립하지 아니한다.다. 甲이 아내 A와의 불화로 인해 A와 공동생활을 영위하던 아파트에서 짐 일부를 챙겨 나온 후 A의 외출 중 자신의 어머니 乙과 함께 그 아파트에 들어가려고 그 안에 있던 처제 B에게 출입문을 열어달라고 요구하였으나 A로부터 열어주지 말라는 말을 들은 B가 체인형 걸쇠를 걸어 잠그며 현관문을 열어주지 않자 甲이 乙과 함께 그 걸쇠를 부수고 아파트에 들어간 경우, 甲과 乙에게는 주거침입죄의 공동정범이 성립한다.라.甲이 교제하다 헤어진 A가 거주하는 아파트 109동 305호에 들어가려고 아파트 지하 주차장에서 위 305호가 있는 109동으로 연결된 출입구의 공동출입문에 A나 다른 입주자의 승낙 없이 무단으로 비밀번호를 입력하여 아파트의 공용 부분에 들어가 위 305호 현관문 앞까지 출입한 경우, A와 같은 109동에 거주하는 다른 입주자들의 사실상 주거의 평온상태를 해한 것으로 볼 수 있다면 주거침입죄가 성립한다. ①가, 나 ②나, 다 ③나, 라 ④나, 다, 라"
21,2023,경위,형사,21,2,문서의 죄에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함),"문서의 죄에 대한 설명으로 옳지 않은 것은? (다툼이 있는 경우 판례에 의함)①甲이 A의 주민등록증을 이용하여 주민등록증상 이름과 사진을 종이로 가리고서 복사기로 복사하고, 컴퓨터를 이용하여 위조하려는 乙의 인적사항과 주소, 발급일자를 기재하여 덮어쓰기하고 다시 복사하여 전혀 별개의 주민등록증사본을 창출한 경우, 그 사본은 공문서위조죄의 객체가 되는 ‘공문서’에 해당한다. ②甲이 이미 자신이 위조한 휴대전화 신규가입신청서를 스캐너로 읽어 들여 이미지화한 다음 그 이미지 파일을 乙에게 이메일로 전송하여 컴퓨터 화면상에서 보게 한 경우, 스캐너로 읽어들여 이미지화한 파일은 문서에 관한 죄에 있어서 ‘문서’에 해당하지 않으므로 위조사문서행사죄가 성립하지 아니한다. ③ 공정증서원본 등의 부실기재죄에서 ‘부실의 기재’라고 함은 권리의무관계에서 중요한 의미를 갖는 사항이 객관적인 진실에 반하는 것을 말한다. ④ 甲이 컴퓨터 스캔 작업을 통하여 만들어낸 공인중개사 자격증의 이미지파일은 전자기록으로서 전자기록장치에 전자적 형태로서 고정되어 계속성이 있다고 볼 수는 있으나, 그러한 형태는 그 자체로서 시각적 방법에 의해 이해할 수 있는 것이 아니어서 이는 ‘문서’에 해당하지 아니한다."
